"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color"
"653045",,"930EX1","Santos (Caruara) / Bertioga (Riviera de Sao Lourenco)",,"3",,,
"656070",,"443","Guarulhos (Cocaia) / Sao Paulo (Metro Penha)",,"3",,,
"656367",,"396","Cotia (Terminal Metropolitano Cotia) / Sao Paulo (Pinheiros)",,"3",,,
"659092",,"496","Sao Paulo (Jardim Joao Xxiii) / Barueri (Alphaville 3 / Bradesco)",,"3",,,
"659115",,"399","Barueri (Parque Imperial) / Sao Paulo (Terminal Rodoviario Barra Funda)",,"3",,,
"661015",,"597","Guarulhos (Jardim Any) / Sao Paulo (Metro Bras)",,"3",,,
"661135",,"591","Guarulhos (Jardim Paraiso) / Sao Paulo (Metro Penha)",,"3",,,
"661326",,"351PR1","Cotia (Jardim Monte Verde) / Cotia (Terminal Metropolitano Cotia)",,"3",,,
"662050",,"533","Jandira (Jardim Nossa Senhora de Fatima) / Barueri (Parque Imperial)",,"3",,,
"662155",,"346","Jandira (Jardim Nossa Senhora de Fatima) / Santana de Parnaiba (Residencial Vila Velha)",,"3",,,
"664182",,"317","Francisco Morato (Centro) / Franco da Rocha (Parque Paulista)",,"3",,,
"665314",,"247","Barueri (Aldeia da Serra) / Cotia (Terminal Metropolitano de Cotia)",,"3",,,
"666055",,"528","Carapicuiba (Cidade Ariston) / Barueri (Alphaville)",,"3",,,
"667052",,"163","Guarulhos (Jd. Palmira - Parque Continental) / Sao Paulo (Metro Parada Inglesa)",,"3",,,
"667288",,"244","Osasco (Centro) / Cotia (Rodovia Raposo Tavares - Km 21)",,"3",,,
"667313",,"246","Santana de Parnaiba (Jardim Sao Luis) / Osasco (Vila Yara)",,"3",,,
"668004",,"537","Aruja (Parque Rodrigo Barreto) / Guarulhos (Jardim Santa Mena)",,"3",,,
"668160",,"266","Guarulhos (Inocoop) / Sao Paulo (Metro Armenia)",,"3",,,
"669139",,"350BI1","Itapevi (Vila Gioia) / Sao Paulo (Terminal Rodoviario Barra Funda)",,"3",,,
"670109",,"523","Guarulhos (Jardim Cumbica/Parque Brasilia) / Sao Paulo (Metro Armenia)",,"3",,,
"670153",,"253","Guarulhos (Jardim Paraiso) / Sao Paulo (Metro Penha)",,"3",,,
"670268",,"697","Hortolandia (Terminal Metropolitano Hortolandia) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"671037",,"418","Pirapora do Bom Jesus (Jardim Bom Jesus) / Barueri (Centro)",,"3",,,
"671098",,"351BI1","Cotia (Caucaia do Alto) / Cotia (Terminal Metropolitano Cotia)",,"3",,,
"671115",,"488","Carapicuiba (Vila Menck) / Sao Paulo (Pinheiros)",,"3",,,
"675110",,"347","Embu das Artes (Parque Industrial) Taboao da Serra (Centro)",,"3",,,
"677027",,"419","Itapevi (Cohab/Jardim Paulista) / Santana de Parnaiba (Residencial Burle Marx)",,"3",,,
"677039",,"324","Santana de Parnaiba (Colinas da Anhanguera) / Barueri (Parque Imperial)",,"3",,,
"677065",,"280","Osasco (Centro) / Sao Bernardo do Campo (Terminal Metropolitano Sao Bernardo do Campo)",,"3",,,
"678014",,"095","Guarulhos (Terminal Metropolitano Taboao) / Sao Paulo (Metro Bras)",,"3",,,
"679034",,"249","Guarulhos (Jardim Paulista) / Sao Paulo (Metro Penha)",,"3",,,
"679035",,"250","Guarulhos (Cocaia) / Sao Paulo (Metro Penha)",,"3",,,
"679086",,"298","Cotia (Mirante da Mata) / Sao Paulo (Carrefour)",,"3",,,
"680014",,"094","Guarulhos (Cocaia) / Sao Paulo (Penha)",,"3",,,
"680066",,"199","Franco da Rocha (Jardim Luciana) / Sao Paulo (Perus)",,"3",,,
"680074",,"130","Jandira (Jardim Nossa Senhora de Fatima) / Sao Paulo (Lapa)",,"3",,,
"680096",,"308","Cotia (Atalaia) / Sao Paulo (Terminal Rodoviario Barra Funda)",,"3",,,
"680108",,"343","Embu das Artes (Jardim do Colegio) / Sao Paulo (Metro Campo Limpo)",,"3",,,
"681006",,"942","Sao Vicente (Humaita) / Santos (Ponta da Praia)",,"3",,,
"681109",,"293","Poa (Terminal Rodoviario Pedro Fava - Cidade Kemel) / Sao Paulo (Estacao Cptm Guaianazes)",,"3",,,
"693019",,"513","Itapecerica da Serra (Jardim das Oliveiras) / Sao Paulo (Metro Capao Redondo)",,"3",,,
"693020",,"543","Cotia (Jardim Santa Isabel) / Sao Paulo (Metro Butanta)",,"3",,,
"699036",,"510","Embu das Artes (Jardim Vazame) / Sao Paulo (Pinheiros)",,"3",,,
"702051",,"103","Guarulhos (Parque Continental) / Sao Paulo (Metro Parada Inglesa)",,"3",,,
"702118",,"517","Itapevi (Centro) / Sao Paulo (Metro Butanta)",,"3",,,
"702171",,"243DV1","SANTA ISABEL (MONT SERRAT) / Sao Paulo (Terminal Rodoviario Tiete)",,"3",,,
"702196",,"362","Itaquaquecetuba (Jardim California) / Guarulhos (Jardim Santa Mena)",,"3",,,
"702224",,"324BI1","Santana de Parnaiba (Jardim Sao Luis) / Barueri (Parque Imperial)",,"3",,,
"702312",,"134","Barueri (Parque Viana) / Osasco (Centro)",,"3",,,
"702442",,"395","Itapecerica da Serra (Jardim das Oliveiras) / Sao Paulo (Metro Sao Judas)",,"3",,,
"702461",,"422","Itapevi (Vila Nova Esperanca) / Sao Paulo (Metro Butanta)",,"3",,,
"702486",,"490","Taboao da Serra (Jardim Monte Alegre) / Osasco (Centro)",,"3",,,
"703038",,"503","Cotia (Caucaia do Alto) / Cotia (Portao)",,"3",,,
"704024",,"939","Sao Vicente (Parque Continental) / Santos (Paqueta)",,"3",,,
"704061",,"942VP1","Santos (Ponta da Praia)",,"3",,,
"704505",,"356","Taboao da Serra (C.S.U.) / Sao Paulo (Pinheiros)",,"3",,,
"705039",,"277","Santa Isabel (Monte Serrat) / Mogi das Cruzes (Estacao Cptm Estudantes)",,"3",,,
"706048",,"941","Praia Grande (Jardim Melvi) / Santos (Conjunto Athie Jorge Cury)",,"3",,,
"706139",,"572","Osasco (Jardim Santa Maria) / Sao Paulo (Metro Butanta)",,"3",,,
"706251",,"252","Guarulhos (Jardim Cumbica) / Sao Paulo (Metro Carrao)",,"3",,,
"706351",,"133","Itapevi (Cohab/Jardim Paulista) / Osasco (Vila Yara)",,"3",,,
"706373",,"283","Carapicuiba (Cidade Ariston) / Osasco (Vila Yara)",,"3",,,
"706471",,"231BI1","Osasco (Munhoz Junior) / Sao Paulo (Metro Armenia)",,"3",,,
"706577",,"563","Embu-Guacu (Vila Louro) / Sao Paulo (Metro Capao Redondo)",,"3",,,
"708330",,"122","Barueri (Petrobras) / Osasco (Vila Yara)",,"3",,,
"709054",,"551","Embu das Artes (Jardim Mimas) / Sao Paulo (Metro Capao Redondo)",,"3",,,
"710031",,"520","Guarulhos (Jardim Leblon) / Sao Paulo (Metro Armenia)",,"3",,,
"710064",,"105VP1","GUARULHOS (VILA ROSALIA) / Sao Paulo (Metro Parada Inglesa)",,"3",,,
"710395",,"204","Osasco (Munhoz Junior) / Sao Paulo (Lapa)",,"3",,,
"710418",,"701","Hortolandia (Jardim Amanda) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"710427",,"264","Santana de Parnaiba (Parque Santana) / Santana de Parnaiba (Residencial Burle Marx)",,"3",,,
"710519",,"451","Itapecerica da Serra (Jardim Branca Flor) / Sao Paulo (Metro Capao Redondo)",,"3",,,
"712131",,"947","Sao Vicente (Humaita) / Santos (Ponta da Praia)",,"3",,,
"712202",,"949","Guaruja (Ferry Boat) / Santos (Caruara)",,"3",,,
"712268",,"560","Osasco (Largo de Osasco) / Sao Paulo (Metro Armenia)",,"3",,,
"712462",,"500","Guarulhos (Terminal Metropolitano Vila Galvao) / Sao Paulo (Terminal Rodoviario Tiete)",,"3",,,
"712516",,"463BI1","Itapevi (Jardim Vitapolis) / Santana de Parnaiba (Polo Empresarial Tambore)",,"3",,,
"712592",,"337","Guarulhos (Terminal Metropolitano Taboao) / Sao Paulo (Terminal Rodoviario Tiete)",,"3",,,
"712716",,"438","Franco da Rocha (Parque Vitoria) / Sao Paulo (Lapa)",,"3",,,
"712759",,"421","Itapevi (Centro) / Vargem Grande Paulista (Centro)",,"3",,,
"712878",,"240","Mairipora (Terminal Rodoviario Siguemi Aiacyda) / Sao Paulo (Terminal Rodoviario do Tiete)",,"3",,,
"712968",,"258","Guarulhos (Aeroporto Internacional de Sao Paulo) / Sao Paulo (Aeroporto de Congonhas)",,"3",,,
"714036",,"500DV1","Guarulhos (Terminal Metropolitano Vila Galvao) / Sao Paulo (Terminal Rodoviario Tiete)",,"3",,,
"714130",,"516","Jandira (Jardim Nossa Senhora de Fatima) / Sao Paulo (Metro Butanta)",,"3",,,
"714138",,"176","Guarulhos (Cocaia/Jardim Adriana) / Sao Paulo (Metro Armenia)",,"3",,,
"714502",,"508","Cotia (Jardim Japao) / Cotia (Portao)",,"3",,,
"715172",,"390","Osasco (Jardim Veloso) / Barueri (Alphaville 3 / Bradesco)",,"3",,,
"715266",,"299","Guarulhos (Aeroporto Internacional de Sao Paulo) / Sao Paulo (Metro Tatuape)",,"3",,,
"715273",,"384","Itaquaquecetuba (Jardim California) / Sao Paulo (Metro Armenia)",,"3",,,
"715278",,"297","Cotia (Caucaia do Alto) / Sao Paulo (Metro Butanta)",,"3",,,
"715472",,"412","Embu das Artes (Parque Pirajussara) / Sao Paulo (Terminal Rodoviario Tiete)",,"3",,,
"716067",,"111","Guarulhos (Jardim Leda) / Sao Paulo (Metro Tucuruvi)",,"3",,,
"716082",,"167","Guarulhos (Vila Carmela) / Sao Paulo (Metro Armenia)",,"3",,,
"716088",,"565","Santana de Parnaiba (Cidade de Sao Pedro - Gleba C) / Sao Paulo (Lapa)",,"3",,,
"716190",,"378","Santana de Parnaiba (Residencial Burle Marx) / Sao Paulo (Metro Paraiso)",,"3",,,
"716249",,"345","Barueri (Vale do Sol) / Sao Paulo (Lapa)",,"3",,,
"716315",,"303","Barueri (Parque Imperial) / Osasco (Vila Yara)",,"3",,,
"716412",,"703","Hortolandia (Jardim Sao Sebastiao) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"716518",,"531","Itapecerica da Serra (Recreio Primavera) / Sao Paulo (Metro Capao Redondo)",,"3",,,
"717081",,"115","Aruja (Centro) / Guarulhos (Jardim Santa Mena)",,"3",,,
"717379",,"198","Caieiras (Laranjeiras) / Sao Paulo (Lapa)",,"3",,,
"717459",,"230","Barueri (Alphaville) / Osasco (Vila Yara)",,"3",,,
"717472",,"340","Itapecerica da Serra (Jardim Sao Marcos) / Sao Paulo (Metro Capao Redondo)",,"3",,,
"717555",,"569","Cotia (Atalaia) Sao Paulo (Shopping Morumbi)",,"3",,,
"718053",,"561","Itapecerica da Serra (Jardim Sao Pedro) / Sao Paulo (Santo Amaro)",,"3",,,
"719024",,"525","Guarulhos (Jardim Santa Paula) / Sao Paulo (Metro Armenia)",,"3",,,
"719118",,"437","Guarulhos (Aeroporto Internacional de Sao Paulo) / Sao Paulo (Brooklin Novo)",,"3",,,
"719293",,"113","Osasco (Jardim Santa Fe) / Sao Paulo (Lapa)",,"3",,,
"719349",,"138","Osasco (Munhoz Junior) / Sao Paulo (Metro Vila Madalena)",,"3",,,
"719389",,"702","Hortolandia (Parque Oreste Ongaro) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"719415",,"228","Barueri (Alphaville 3 / Bradesco) / Sao Paulo (Lapa)",,"3",,,
"720325",,"131","Carapicuiba (Vila Dirce) / Sao Paulo (Lapa)",,"3",,,
"720402",,"211","Osasco (Vila Menck) / Sao Paulo (Pinheiros)",,"3",,,
"720415",,"225","Carapicuiba (Cohab V) / Sao Paulo (Pinheiros)",,"3",,,
"721069",,"110","Guarulhos (Cocaia) / Sao Paulo (Metro Tucuruvi)",,"3",,,
"721357",,"700","Hortolandia (Jardim Amanda) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"722057",,"097","Guarulhos (Jardim Sao Paulo) / Sao Paulo (Metro Bras)",,"3",,,
"722296",,"313","Itapevi (Divisa Sao Roque) / Santana de Parnaiba (Residencial Burle Marx)",,"3",,,
"722422",,"216","Francisco Morato (Jardim da Alegria) / Franco da Rocha (Centro)",,"3",,,
"735153",,"166","Aruja (Centro) / Sao Paulo (Metro Armenia)",,"3",,,
"735501",,"342DV1","Guarulhos (Jardim Cumbica/Parque Brasilia) / Sao Paulo (Metro Armenia)",,"3",,,
"735677",,"386","Santana de Parnaiba (Varzea de Souza) / Sao Paulo (Pinheiros)",,"3",,,
"736057",,"943","Sao Vicente (Parque das Bandeiras Gleba II) / Santos (Ponta da Praia)",,"3",,,
"736095",,"104","Guarulhos (Bom Clima) / Sao Paulo (Metro Tucuruvi)",,"3",,,
"736102",,"105","Guarulhos (Jardim Moreira) / Sao Paulo (Metro Parada Inglesa)",,"3",,,
"736149",,"175","Guarulhos (Cocaia) / Sao Paulo (Metro Armenia)",,"3",,,
"736474",,"341","Guarulhos (Vila Any) / Sao Paulo (Metro Armenia)",,"3",,,
"736526",,"450","Carapicuiba (Jardim Novo Horizonte) / Barueri (Alphaville 2)",,"3",,,
"736551",,"439VP1","Barueri (Alphaville) / Osasco (Jardim Helena Maria)",,"3",,,
"736805",,"292","Guarulhos (Jardim Angelica) / Sao Paulo (Metro Armenia)",,"3",,,
"736900",,"202","Osasco (Jardim Adalgisa) / Sao Paulo (Pirituba)",,"3",,,
"737245",,"082DV1","Pirapora do Bom Jesus (Jardim Bom Jesus) / Osasco (Vila Yara)",,"3",,,
"737348",,"492","Carapicuiba (Parque Jandaia) / Sao Paulo (Metro Butanta)",,"3",,,
"737769",,"350","Itapevi (Cohab) / Sao Paulo (Terminal Rodoviario Barra Funda)",,"3",,,
"737868",,"312","Santana de Parnaiba (Colinas da Anhanguera) / Santana de Parnaiba (Centro)",,"3",,,
"738102",,"100","Guarulhos (Parque Primavera) / Sao Paulo (Penha)",,"3",,,
"738202",,"557","Jandira (Jardim Nossa Senhora de Fatima) / Sao Paulo (Lapa)",,"3",,,
"738223",,"540","Barueri (Aldeia da Serra) / Cotia (Terminal Metropolitano de Cotia)",,"3",,,
"738364",,"469","Franco da Rocha (Jardim Lago Azul) / Caieiras (Jardim Nova Era)",,"3",,,
"738523",,"454","Jandira (Condominio Reserva de Santa Maria) / Barueri (Terminal Rodoferroviario Gualberto Tolaine)",,"3",,,
"739145",,"060BI1","Osasco (Jardim Santa Maria) / Sao Paulo (Metro Butanta)",,"3",,,
"739184",,"167PR1","Guarulhos (Parque Residencial Bambi) / Sao Paulo (Metro Armenia)",,"3",,,
"739407",,"467","Santana de Parnaiba (Centro) / Sao Paulo (Lapa)",,"3",,,
"739435",,"463","Itapevi (Jardim Vitapolis) / Santana de Parnaiba (Residencial Tambore III)",,"3",,,
"739691",,"392","Carapicuiba (Jardim Ana Estela) / Barueri (Alphaville)",,"3",,,
"739832",,"329","Carapicuiba (Vila Menck) / Sao Paulo (Pinheiros)",,"3",,,
"739873",,"694","Hortolandia (Boa Esperanca) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"740034",,"521","Guarulhos (Jardim Angelica) / Sao Paulo (Metro Armenia)",,"3",,,
"740184",,"559","Carapicuiba (Cohab V) / Santana de Parnaiba (Residencial Burle Marx)",,"3",,,
"740309",,"499","Guarulhos (Terminal Metropolitano Cecap) / Sao Paulo (Estacao Cptm Dom Bosco)",,"3",,,
"740593",,"428","Barueri (Jardim do Libano) / Sao Paulo (Metro Butanta)",,"3",,,
"740736",,"257","Guarulhos (Aeroporto Internacional de Sao Paulo) / Sao Paulo (Metro Tatuape)",,"3",,,
"740968",,"280BI1","Sao Paulo (Cidade Universitaria) / Sao Bernardo do Campo (Terminal Metropolitano Sao Bernardo do Campo)",,"3",,,
"741082",,"945","Sao Vicente (Parque das Bandeiras) / Cubatao (Usiminas)",,"3",,,
"741092",,"096","Guarulhos (Haroldo Veloso) / Sao Paulo (Metro Bras)",,"3",,,
"741267",,"524","Barueri (Trevo de Alphaville) / Sao Paulo (Terminal Rodoviario Barra Funda)",,"3",,,
"741297",,"518","Barueri (Jardim Libano) / Santana de Parnaiba (Residencial Burle Marx)",,"3",,,
"741312",,"478","Guarulhos (Conjunto Paes de Barros) / Sao Paulo (Metro Armenia)",,"3",,,
"741652",,"219","Santa Isabel (Monte Serrat) / Sao Paulo (Metro Armenia)",,"3",,,
"741747",,"590","Guarulhos (Jardim Paraiso) / Sao Paulo (Metro Penha)",,"3",,,
"741758",,"259","Guarulhos (Aeroporto Internacional de Sao Paulo) / Sao Paulo (Praca da Republica)",,"3",,,
"741797",,"281","Mairipora (Terminal Rodoviario Siguemi Aiacyda) / Sao Paulo (Pedra Branca)",,"3",,,
"741862",,"310","Santana de Parnaiba (Colinas da Anhanguera) / Sao Paulo (Lapa)",,"3",,,
"742035",,"512","Itaquaquecetuba (Parque Piratininga) / Sao Paulo (Metro Armenia)",,"3",,,
"742041",,"501","Itaquaquecetuba (Parque Piratininga) / Sao Paulo (Metro Armenia)",,"3",,,
"742228",,"536","Franco da Rocha (Centro) Caieiras (Vila dos Pinheiros)",,"3",,,
"742346",,"489","Itapevi (Centro) Embu das Artes (Centro)",,"3",,,
"742383",,"466","Osasco (Terminal Santa Maria) / Barueri (Alphaville 3 / Bradesco)",,"3",,,
"743064",,"943BI1","Sao Vicente (Vila Ema) / Santos (Ponta da Praia)",,"3",,,
"743147",,"061","Carapicuiba (Jardim Guapiuva) / Sao Paulo (Metro Butanta)",,"3",,,
"743154",,"166BI1","Guarulhos (Jardim Alamo) / Sao Paulo (Metro Armenia)",,"3",,,
"743246",,"534","Jandira (Jardim Nossa Senhora de Fatima) / Santana de Parnaiba (Genesis II)",,"3",,,
"743454",,"456","Barueri (Terminal Rodoferroviario Gualberto Tolaine) / Osasco (Km 19,5 - Raposo Tavares)",,"3",,,
"743607",,"429","Caieiras (Laranjeiras) Sao Paulo (Jardim do Russo)",,"3",,,
"743901",,"116","Barueri (Centro) / Sao Paulo (Metro Armenia)",,"3",,,
"743961",,"180DV1","Osasco (Jardim Primeiro de Maio) / Sao Paulo (Lapa)",,"3",,,
"744197",,"081","Jandira (Jardim Nossa Senhora de Fatima) / Sao Paulo (Metro Butanta)",,"3",,,
"744327",,"086","Osasco (Jardim Veloso) / Sao Paulo (Lapa)",,"3",,,
"744343",,"522","Guarulhos (Jardim Cumbica/Parque Brasilia) / Sao Paulo (Metro Armenia)",,"3",,,
"744374",,"479","Carapicuiba (Parque Santa Tereza) / Osasco (Centro)",,"3",,,
"744477",,"337BI1","Sao Paulo (Terminal Rodoviario Tiete)",,"3",,,
"744525",,"455","Barueri (Alphaville) / Carapicuiba (Aldeia)",,"3",,,
"744556",,"442","Caieiras (Jardim Nova Era) / Sao Paulo (Terminal Rodoviario Barra Funda)",,"3",,,
"744572",,"439","Barueri (Alphaville) / Sao Paulo (Mercado de Pirituba)",,"3",,,
"744682",,"568","Aruja (Vila Pedroso) / Sao Paulo (Metro Armenia)",,"3",,,
"744819",,"292DV1","Guarulhos (Jardim Angelica) / Sao Paulo (Metro Armenia)",,"3",,,
"744890",,"120PR1","Cajamar (Lago Azul) / Sao Paulo (Perus)",,"3",,,
"744933",,"180","Osasco (Jardim Primeiro de Maio) / Sao Paulo (Lapa)",,"3",,,
"745004",,"049","Mairipora (Terminal Rodoviario Siguemi Aiacyda) / Franco da Rocha (Centro)",,"3",,,
"745083",,"944","Santos (Jardim Radio Clube) Santos (Boqueirao)",,"3",,,
"745166",,"408","Guarulhos (Bairro dos Lavras) / Sao Paulo (Metro Armenia)",,"3",,,
"745303",,"085","Santana de Parnaiba (Parque Santana) / Sao Paulo (Lapa)",,"3",,,
"745447",,"458","Carapicuiba (Cohab I) / Sao Paulo (Terminal Rodoviario Barra Funda)",,"3",,,
"745467",,"319","Guarulhos (Vila Any) / Sao Paulo (Metro Corinthians/Itaquera)",,"3",,,
"745501",,"342","Guarulhos (Jardim Cumbica/Parque Brasilia) / Sao Paulo (Metro Armenia)",,"3",,,
"745515",,"354","Guarulhos (Bairro dos Lavras) / Sao Paulo (Metro Armenia)",,"3",,,
"745671",,"417","Santana de Parnaiba (Parque Santana) / Barueri (Centro)",,"3",,,
"745808",,"266DV1","Guarulhos (Inocoop) / Sao Paulo (Metro Armenia)",,"3",,,
"746008",,"282","Juquitiba (Terminal Rodoviario Metropolitano de Juquitiba) / Sao Paulo (Terminal Rodoviario Tiete)",,"3",,,
"746189",,"564","Santana de Parnaiba (Centro) / Sao Paulo (Morro Doce)",,"3",,,
"746191",,"427","Guarulhos (Parque Continental II) / Sao Paulo (Paraiso)",,"3",,,
"746270",,"472","Guarulhos (Aeroporto Internacional de Sao Paulo) / Sao Paulo (Terminal Rodoviario Barra Funda)",,"3",,,
"746322",,"498","Carapicuiba (Jardim Novo Horizonte) / Santana de Parnaiba (Residencial Burle Marx)",,"3",,,
"746709",,"243","Santa Isabel (Monte Serrat) / Sao Paulo (Terminal Rodoviario Tiete)",,"3",,,
"746721",,"361","Francisco Morato (Parque 120) / Sao Paulo (Terminal Rodoviario Barra Funda)",,"3",,,
"746883",,"309","Santana de Parnaiba (Parque Santana) / Sao Paulo (Pinheiros)",,"3",,,
"747112",,"137","Guarulhos (Jardim Fortaleza) / Sao Paulo (Metro Armenia)",,"3",,,
"747204",,"539","Itapevi (Cohab/Jardim Paulista) / Osasco (Vila Yara)",,"3",,,
"747396",,"462","Santana de Parnaiba (Cidade Sao Pedro) / Osasco (Centro)",,"3",,,
"747607",,"426","Franco da Rocha (Centro) / Cajamar (Polvilho)",,"3",,,
"747645",,"187","Mairipora (Terminal Rodoviario Siguemi Aiacyda) / Sao Paulo (Campos Eliseos)",,"3",,,
"747690",,"385","Pirapora do Bom Jesus (Jardim Bom Jesus) / Sao Paulo (Terminal Rodoviario Barra Funda)",,"3",,,
"747823",,"322","Barueri (Parque Imperial) / Sao Paulo (Pinheiros)",,"3",,,
"747979",,"278","Osasco (Centro) / Guarulhos (Terminal Urbano Guarulhos)",,"3",,,
"750005",,"073","Guarulhos (Nova Bonsucesso) / Sao Paulo (Sao Miguel Paulista)",,"3",,,
"750064",,"506","Cotia (Jardim Sandra) / Sao Paulo (Carrefour)",,"3",,,
"751013",,"535","Guarulhos (Parque Continental III) / Sao Paulo (Metro Armenia)",,"3",,,
"755019",,"529","Aruja (Mirante) / Sao Paulo (Metro Armenia)",,"3",,,
"759006",,"077","Guarulhos (Jardim Any) / Sao Paulo (Metro Bras)",,"3",,,
"763017",,"532","Guarulhos (Terminal Metropolitano Taboao) / Sao Paulo (Metro Parada Inglesa)",,"3",,,
"763024",,"530","Aruja (Parque Rodrigo Barreto) / Sao Paulo (Metro Armenia)",,"3",,,
"770011",,"940","Sao Vicente (Humaita) / Santos (Ponta da Praia)",,"3",,,
"777006",,"093","Guarulhos (Terminal Metropolitano Vila Galvao) / Sao Paulo (Metro Carrao)",,"3",,,
"780040",,"291","Jandira (Jardim Nossa Senhora de Fatima) / Santana de Parnaiba (Residencial Burle Marx)",,"3",,,
"780099",,"699","Hortolandia (Nova Hortolandia) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"781210",,"695","Hortolandia (Jardim Santiago) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"781367",,"261","Santana de Parnaiba (Varzea de Souza) / Sao Paulo (Lapa)",,"3",,,
"783005",,"197","Francisco Morato (Parque Paulista) / Sao Paulo (Lapa)",,"3",,,
"784026",,"264BI1","Barueri (Jardim California) / Santana de Parnaiba (Residencial Burle Marx)",,"3",,,
"784128",,"351","Cotia (Caucaia do Alto) / Cotia (Terminal Metropolitano Cotia)",,"3",,,
"785033",,"223","Carapicuiba (Cohab V) / Osasco (Vila Yara)",,"3",,,
"785079",,"339","Itapecerica da Serra (Jardim Victoria) / Sao Paulo (Metro Capao Redondo)",,"3",,,
"785156",,"511","Embu das Artes (Jardim Santo Antonio) / Sao Paulo (Pinheiros)",,"3",,,
"787029",,"703BI1","Hortolandia (Jardim Santa Fe) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"787065",,"231","Osasco (Jardim Elvira) / Sao Paulo (Metro Armenia)",,"3",,,
"790090",,"224","Carapicuiba (Cohab V) / Sao Paulo (Lapa)",,"3",,,
"795014",,"334","Cotia (Jardim do Engenho) / Sao Paulo (Metro Butanta)",,"3",,,
"795088",,"302","Itaquaquecetuba (Terminal Urbano Engenheiro Manoel Feio) / Itaquaquecetuba (Jardim Pinheirinho)",,"3",,,
"804025",,"558","Embu-Guacu (Chacara Florida) / Sao Paulo (Metro Capao Redondo)",,"3",,,
"805002",,"316","Guarulhos (Aeroporto Internacional de Sao Paulo) Sao Paulo (Circuito dos Hoteis)",,"3",,,
"838008",,"147","Sao Caetano do Sul (Terminal Rodoviario Nicolau Delic) / Sao Bernardo do Campo (Jardim Laura)",,"3",,,
"853140",,"675","Valinhos (Terminal Rodoviario Mario Rolim Telles) / Campinas (Centro)",,"3",,,
"854012",,"090PR1","Embu das Artes (Jardim Valo Verde) / Sao Paulo (Pinheiros)",,"3",,,
"860126",,"658","Sumare (Jardim Dall Orto) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"860140",,"663","Sumare (Parque Residencial Salerno) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"867024",,"673","Santo Antonio de Posse (Centro) / Holambra (Centro)",,"3",,,
"867030",,"677","Valinhos (Parque das Colinas) / Campinas (Estacao de Transferencia Expedicionarios)",,"3",,,
"875127",,"664","Paulinia (Conjunto Habitacional Tereza Z. Vedovelo) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"888003",,"201","Mogi das Cruzes (Terminal Rodoviario Geraldo Scavone) / Sao Paulo (Terminal Rodoviario Tiete)",,"3",,,
"890151",,"625","AMERICANA (TERMINAL METROPOLITANO DE AMERICANA) / Santa Barbara D Oeste (Jardim Europa)",,"3",,,
"890196",,"041","Rio Grande da Serra (Centro) / Ribeirao Pires (Terminal Rodoviario de Ribeirao Pires)",,"3",,,
"890211",,"404","Osasco (Novo Osasco) / Sao Paulo (Metro Butanta)",,"3",,,
"909054",,"622","AMERICANA (TERMINAL METROPOLITANO DE AMERICANA) / Santa Barbara D Oeste (Rodoterminal de Sta Barbara D Oeste)",,"3",,,
"915099",,"620EX1","Americana (Centro) / Santa Barbara D Oeste (Jardim Mollon)",,"3",,,
"919047",,"659","Sumare (Parque Residencial Ipiranga) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"922027",,"623","Americana (Terminal Rodoviario Francisco Luiz Bendilatti) / Santa Barbara D Oeste (Cidade Nova)",,"3",,,
"927105",,"024","Itapevi (Jardim Amador Bueno) / Cotia (Terminal Metropolitano de Cotia)",,"3",,,
"933032",,"621","Americana (Terminal Rodoviario Francisco Luiz Bendilatti) / Santa Barbara D Oeste (Conj. Hab. Roberto Romano)",,"3",,,
"933037",,"638","Sumare (Jardim Joao Paulo II) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"944088",,"708BI2","Monte Mor (Jardim Paulista) / Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"3",,,
"974051",,"652","Sumare (Jardim Joao Paulo II) / Campinas (Unicamp)",,"3",,,
"976039",,"606DV1","Cosmopolis (Terminal Rodoviario de Cosmopolis) / Campinas (Botafogo)",,"3",,,
"977094",,"618","Santo Antonio de Posse (Jardim Sao Judas) / Campinas (Botafogo)",,"3",,,
